,TrackId,ArtistName,Title,Lyrics,Mood
2272,TRPHLJY128F1455C2F,Richard Thompson,1952 Vincent Black Lightning,Says Red Molly James Well thats fine motorbike girl feel special like Says James Red Molly My hats you Vincent Black Lightning 1952 Ive seen corners cafes seems Red hair black leather favorite color scheme pulled behind Boxhill Theyd Ride Says James Red Molly Heres ring right hand Ill tell earnest Im dangerous man Ive fought law seventeen Ive robbed man Vincent machine Im twentyone years twentytwo mind dyin love you fate break stride Ill Vincent Ride Come Red Molly called Sargent McQuade For theyve taken young James Aidee Armed Robbery Shotgun blast hit chest left inside Oh come down Red Molly dying bedside came hospital left runnin road runnin breath smiled cry said Ill Vincent Ride Said James In opinion theres world Beats 52 Vincent Redheaded girl Nortons Indians Greavses do Oh Soul like Vincent 52 reached hand slipped keys said Ive got usefor these Angels Ariels leather chrome Swoopin Heaven carry home gave kiss died gave Vincent Ride,Relaxed
1151,TRJRKRN128F148CCAA,Athlete,Shake Those Windows,Lives Edinburgh road stereo aching bones sugar hill ring tone Shake windows Sums songs Beats rhymes like blackout helps Love clear night skies let record play bring cant appreciate seconds recognized old school heads Nodded time met Ive known life Shake windows Sums songs Beats rhymes like blackout helps Love clear night skies let record play bring cant appreciate let record play bring cant appreciate let record play bring cant appreciate let record play bring cant appreciate let let let let let let let let,Relaxed
310,TRCZWJA128F42396D4,Beirut,Cherbourg,fall long way Ive found better way fall long way know better way long time Ive seen smile Gambled away fright Till morning lights shine long time Ive seen smile Gambled away fright Till morning lights shine Sunday morning fog limbs called know filled days cards gin alight again dear lead way oh lead way know Ill sleep away oh sweep away seize way oh seize way No lead way oh lead day know,Relaxed
619,TRWVEYN128F42596E8,Sam Sparro,21st Century Life,little boy living century thought living future occurred turned future now future like imagined totally confounding 21st century life got swept away got 21000 things gotta today 21st century life say new worlds got feeling dirty Think need play Well turned TV time hear Pope said Pope said tiny words later somebody wants man dead famine disease said bad oops Im alone phone stereo 21st century life got swept away got 21000 things gotta today 21st century life say new worlds got feeling dirty Think need play Im little boy Im 21st century Well think weve come long way theres equality watched news computer screen Talking buying weed vending machine tell Im free watching CCTV 21st century life got swept away got 21000 things gotta today 21st century life say new worlds got feeling dirty Think need play 21 21 21 Im talking 21 21,Relaxed
3435,TRITKCH128E0781C01,The Sundays,I Won,Oh let candle cellar tonight Id like matches set alight can cause Ive seen kind places Oh Id like party cellar tonight Id love party right shant cause Ive seen kind people war sitting room war cost war feel proud know hard sleep house Oh pull blankets cover head pull blankets right know hard sleep house following feel fire difficult Young selfish liberty money Let candle cellar tonight parties weve time time watchword like Soon well free war sitting room war cost war feel proud God knows hard sleep house Oh supercilious smile Oh youre supercilious so following feel fire difficult Beautiful young critical following feel fire difficult Beautiful young liberty money,Relaxed
2736,TRQFYPB128F1460B09,Ronny Jordan,Keep Your Head Up,Overcast future past riding dime control hold life inside darkest night day listen words life heard father he said Chorus head sky shy Trust know right Ill provide repeat cant find job money rob sling dont mean thing Question fate hate order great love key need success I want blessed Believing Ive begun great Chorus Bridge know life Live life like know tomorrow lose pain sorrow Chorus,Relaxed
1942,TRPXSQK128F93014F0,Aphex Twin,Milk Man,wish milk man deliver milk morning wish milk man deliver milk Im yawning wish milk man deliver milk morning wish milk man deliver milk Im yawning wish milk man deliver milk morning wish milk man deliver milk Im yawning like milk milk mans wifes tits like milk milk mans wifes tits like milk milk mans wifes tits like milk milk mans wifes tits like milk milk mans wifes tits like milk milk mans wifes tits wish milk man deliver milk morning wish milk man deliver milk Im yawning wish milk man deliver milk morning wish milk man deliver milk Im yawning like milk milk mans wifes tits like milk milk mans wifes tits like like like like like like like like wish milk man deliver milk morning wish milk man deliver milk Im yawning wish milk man deliver milk morning wish milk man deliver milk Im yawning wish milk man deliver milk morning wish milk man deliver milk Im yawning wish milk man deliver milk morning wish milk man deliver milk Im yawning wish milk man deliver milk morning wish milk man deliver milk Im yawning like milk milk mans wifes tits like milk milk mans wifes tits like milk milk mans wifes tits like milk milk mans wifes tits,Relaxed
1020,TRMFTLK128F42725A3,The Beta Band,Quiet,Theres quiet little man sits window sound watches wind blows Wants outside fears let Force little smile fears come rolling la la bum bum dum dum dum dum outside sun  people blind outside love people finds  find walks maze circles place White One shoe roof tied shoelace never curse days home spent Nailing doors  jumping window,Relaxed
3146,TRALEJJ128EF34B2C4,Shabba Ranks,Mr. Loverman,Mr Loverman Shabba Mr Loverman Shabba Mr Loverman Shabba Mr Loverman Woman loving yuh looking yuh buck right man Loving yuh looking yuh buck right Woman loving yuh looking yuh buck right man Loving yuh looking yuh buck right woman tek trip coming England satisfy soul know seh want man Shabba Ranking buck upon gwain mek explode like bomb hour  minute and second Cause hol pon finger overstand look eye mi know seh want man Talking respond tell seh handle man like bomerang tell seh de hooligan Fi tyrant yuh buck Mrloverman yuh buck MrLover Mrloverman yuh buck MrLover Yuh buck MrLoverman yuh buck MrLover Mrloverman yuh buck MrLover love nah contract yuh know expand expand galanggalang gwain givelove woman seh night long Woman loving yuh looking yuh buck right Search nuh yuh buck right loving yuh looking yuh buck right Search nuh yuh buck right Yuh yuh fi come thrill wid gwane lay mek yuh kill wid thrilling Shabba favorite habit lay dung yuh know nah run Repeat Cause loving yuh wan loving yuh Yuh experience dis ya love Cause dis love mek yuh wok sweat dis ya love mek yuh nah live fret love yuh yuh toe straight yuh neck Loving yuh hunting yuh buck de right loving yuh looking yuh buck de right Repeat gwane tell yuh dem MrLoverman Cause fi mi love Jackly depending Carolyn Shabba belong sh gone Island Dem MrLover dem mi MrLover cause Yuh yuh heart fi thrill wid gwane lay mek yuh kill wid Yuh know thrilling favorite habit Shabba Ranking naw run Yuh buck MrLoverman Yuh buck MrLover Mrloverman yuh buck MrLoverman love yuh explode like bomb hour  minute  second Jacqulyn Shabba love strong buck MrLoverman buck MrLoverman Mrloverman buck MrLoverman pan coot dem care  Mrloverman buck MrLoverman Hooligan dem care  Mrloverman buck MrLoverman Woman loving yuh searching  yuh buck right Come search nuh  buck right loving yuh looking yuh buck right Searching yuh buck right Yuh buck MrLoverman jam Mrlovermanmrlovermanmrloverman Dem MrLoverman Dis yah loving yuh yuh belly ground yuh head,Relaxed
1254,TRTQSQK128F4261AC4,Josh Ritter,Idaho,love mistakes poor man make gave life crime gave friend mind ghost Im haunted hear howling Idaho oh Idaho Wolves oh wolves oh cant see Aint wolf sing like suppose belongs Idaho Packs dogs cigarettes aint packing clothes packed want Idaho oh Idaho sea seven years got letter Tangier Thought Id boat Til single word wrote single word landlocked Turned masts cedar trees winds gravel roads Idaho oh Idahoe,Relaxed
2140,TRHXPWT128F9327706,The Black Crowes,My Morning Song,Dizzy found night Saw kind new light woke whirlwind watch head spin spectacle cry thrill minute plane ride time ring side lie March seven seas Bury ruby ring Kiss baby Easter Sunday day haze blow away hide seek find Truth fable faith rhyme want bad talk surprised see Like tables tides turn bed emperor worn me music got free mind let cause know know rhythm falls time bring alright soul let Oh know know heart beating free time itll alright,Relaxed
404,TRUCNCH128F426A4B3,G. Love & Special Sauce,This Ain't Living,towns hype got soul Philly cat Im roll swing things work like clockwork Tick tock tick tock Times aways lurking head Got work fed man eat goes sleep Gets dawn sunrise damn cold outside Underneath bridge pump citys bilge alley sweet citys filth flowers wilt flowers wilt tell game Cause man family Revolution family Look family Dig family Theyre living wrong way Cant wanted like job mercy mercy robbed mercy mercy theres street Beggars disabled veterans Glasseyed peddling Drunk meddling conclude fault like street like asphalt man woman children system stalled shelters home Thats bad health help Yo gots people dollar change people dollar change aint living aint living Oh know rough fo holding Cup spare change doctor diagnosed Dome bad brains So toe toe employers Cause theyre telling Hooked prescription drugs stay broke Id run away cant run away health deal cards Im dealt Tweetaleetleet morning bird sounding sweet sleep streets feeling Im free societys hand picked hypocrisy Mercy mercy damn Mercy mercy going eat Peek windows restaurant People eating caviar fifth bucks lunch handmedown meal God knows away gut Quick wonder Im sick brick brick know city like hand print pit gutter skidrow ditch Ill survive pain Let know Im alive feel aint living Check beat dig rhythm belly hungry fill start gaining taxes start taking Cause governments perfected funk faking Breaking striking goes comes rising seeing lies surprise comes music felt Im aint living aint living Oh,Relaxed
829,TRNXYJJ128EF3432EB,Bernard Fanning,Thrill Is Gone,Sure hell mistake sure glad way grown man behave act teen opportunist stand accused losing head sit high city walls tears wash clean cobblestones thrill gone cleaner sweeter brighter thrill come sense trouble bend kind making cant carry pretence clear love fading stand accused things said sit high city walls tears wash clean cobblestones thrill gone cleaner sweeter brighter thrill come,Relaxed
989,TRTSEBN128F148DDDC,The Magic Numbers,Boy,tell baby try understand lasts forever leave try understand leave easy boy leave try understand leave easy boy leave try understand tell baby try understand lasts forever leave held hands planned Boy leave try understand leave easy boy leave try understand leave easy boy leave try understand leave easy boy believe tell know try understand Baby try understand Baby try understand leave try understand try understand leave try understand,Relaxed
3214,TRPCSVJ128F42672B7,Lizz Wright,My Heart,Chorus 1 heart head mind soul feelings tears touch remember Chorus 2 heart mind soul feelings tears touch remember gonna pick phone Tell come got ticket bags packed coat hangin shoulder Time passing getting late heart cant wait weve maybe Ill baby Chorus 1 tears touch remember Chorus 2 tears touch remember Standing window lookin heart turning want shout complicated want complain way acting explain love wasted live love silence cant hear want near baby Chorus 1 tears touch remember Chorus 2 tears touch remember Im looking reason stay true Looking love Looking looking turn away Im falling love times wanna times want leave times want run away times want come home Come home yeah yeah baby know know remember Come home come home Yeah baby Im right baby Come home Yes Im right baby Yeah know feel baby Yeah yeah Come come Home,Relaxed
1249,TRGVKJT128F92EC0AF,R.E.M.,Harborcoat,crowded Lenin noses worn handshake worthy got Metal shivs wood push Theres splinter eye reads REACT shifted statues harboring ghosts Reddened necks collared clothes danced dance till menace got gathered corners called gown find harborcoat cant outside Find harborcoat cant outside crowded Lenin noses worn handshake worthy got Metal shivs wood push Theres splinter eye reads REACT REACT shifted statues harboring ghosts Reddened necks collared clothes danced dance till menace got gathered corners called gown said,Relaxed
1898,TRTHWZI128F934B648,Juelz Santana,Good Times,I high high high high high high high high high memory high memory HIGH memory I high  high  high  high Every day I high  high  high  high Every night I high  high  high  high All time Highigh Everyday need ounce half SP flower know bounce half Listen kid need mountain cash roll up hop whip like bounce ave high cause Im hood guns blunt ease pain humbled whew Id roll somethin up cause Im sober dog flip grab guns hold somethin high kite Im zone Motherfucker case Im dyin tonight it happen tonight roll em up back fat uhhuh got beef Styles P come splatter hood I high high high high high high high high high memory high memory HIGH memory I high  high  high  high Every day I high  high  high  high Every night I high  high  high  high All time Highigh Aiyyo smoke like chiminney Matter fact I smoke like gun killer enemy smoke like Bob Marley did add smoke like hippies did 70s Spit finishin touch  this Ima finish finish dutch high like birds planes high when bullets hit faces words exchanged rush blood walls understand Like the M5 pedal touchin floor high cause fuck it whats better do Imma fuck thats right cause Im better I high high high high high high high high high memory high memory HIGH memory I high  high  high  high Every day I high  high  high  high Every night I high  high  high  high All time Highigh Imma smoke til lungs collapse Im era Niggas cause terror guns crack dollar bill powerful smoke weed cause Time precious I know hour I know dat High livin gots ta ride livin my real gangsta niggas die livin die niggas Shit high could cause things Like things Imma die hood right here Motherfucker understand service smoke weed aint purple blue rapper want die anybody SP dump bitch high I high  high  high  high Every day I high  high  high  high Every night I HIGH memory HIGH memory All time HIGH memory Every day I high  high  high  high I Ghost I high  high  high  high Float me I HIGH memory HIGH memory HIGH memory I high like birds planes I HIGH memory HIGH memory HIGH memory I high like smokin dubs head I high  high  high  high Highigh,Relaxed
3586,TRWXPGU128F425A08A,Faithless,Baseball Cap,Oh smack goes baseball cap Im floor think took bruse jaw Jumped three maybe four hat more Oh smash goes baseball cap gone gone gone gone cant back Oh smash goes baseball cap gone gone gone gone cant back 14 years old hard core Im walking home making plans war hands cut uncle says whats up Let guess clothes mess distress Sit down let look knees alive son easy let world know bluffing enough loose life nothing Scuffling street way die want meet mamas eye try listen hard fall trap making war baseball cap Oh smash goes baseball cap gone gone gone gone cant back Oh smash goes baseball cap gone gone gone gone cant,Relaxed
3487,TRSOVLP128F42A0B34,Tori Amos,Bliss,Father killed monkey let taste sweet spring Wonder wander Test tether Im free Steady comes Right Ive said maybe were bliss kind Lately Im circuitry means wonder bilocate taste supernova juice know true Im Steady comes Right Ive said maybe horse engine power drive hot kachina wants terracide Were bliss kind,Relaxed
3065,TRACVXY128F92F1ECA,Third Eye Blind,Anything,Turn castles blue Turn bones sand Ill Ill Ill Jackie O down open words unspoken Ill thats broken Ill Ill Ill Jackie O down open king horse whats broken Ill bring unspoken Ill Ill Ill,Relaxed
1425,TRHPSDO12903CE5189,Iyaz,Replay,Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay Remember time met mall wit friend scared approach ya came closer Hopin chance knew friends Were friends worldwide breakin rules like song played girl like somethin poster girl dime girl gun holster runnin mind day ay Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay globe leave mind talk phone night til morn Girl change life Doin things Im kitchen cookin things likes Were friends worldwide breakin rules Someday wanna wife girl like somethin poster girl dime girl gun holster runnin mind day ay Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay melody Oh girl write symphony fill fantasies come baby girl lets sing Ay melody girl write symphony fill fantasies come baby girl lets sing Ay na na na na na na na Na na na na na na Shawty got singin Na na na na na na na Na na na na na na na got singin Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay Shawtys like melody head cant Got singin like Na na na na everyday like iPod stuck replay replayayayay,Relaxed
621,TRRSNPA128F148C45E,The Roots,Mellow My Man,Yes Roots layin back realxin Coolin man Malik Slaxon YaknowhatImsayin effect Mo like Al B Sure pleasure Aiyyo bust flip ol laid back mellow man tip gon set like Yo check Bust it La Di Da Di likes party Like Slick Rick Ruler Im cooler ice brick Got soul like afro picks black fist leave crowd drippin like John Baptist cause Oh shit skits kick flows like catfish got emcees blacklist Im sharp cactus plus quick bust gymnastic tactics Us Roots true rap shit holla scholarly street skats follow Soul Shack packs rap colonies Max that Foreign Objects mad abstract Shadrach Offender want like Meshach Black Thought nappy cat bookworm shoe styles like sperm Cool Malcolm Little conch la perm burn herb sticks like wicks flips slaps hand mellow man Malik goes negroes best know flower professional best skills kills uhh Whoa slow sissy Trixie Agatha Christie slain know contender Maliks axe offender Critique uniquely mystique thats deep Microphones grip psych poems sos slits throats quote croaks sayin it negro it Cause wreck tech jump ribbit exhibit forms prohibit corny forms And were in neighborhood norms Capture to whack ya Manufacture ask Anita the rapture figured ya slam mellow man way like That mellow man like mellow man like This mellow man like mellow man like That mellow man like mellow man like This mellow man like mellow man Yo got spunk plus funk Jump Like Punks Beat Turn heat down Im crazy cool Deeper pool Wilt Stilt Damn near drowned clowns bounce sound Thoughts pound browns complexion section Southern brotherin Jex Sweats sex cause kid gets Grits n shit flex drains crazed heart spit up dip dup damn Yo lost Black Boogey Man Manic mad musician maker noise Thats jocked homeboys rocks flocks sheep slickest shepherd lost found gets Philly Apple I stop holla tunes hit Uptown Diggin Planets Earthbound kick groovy tunes yours pass mellow man Malik Whoa shucks nuc snuff ducks uhhuh Abruptly erupt destruct deducts wax like smack em stroke em cap em Change Saran Reynolds Wrap em Negroes know furrow borough Cause ass thorough like Levert Gerald strong sterile impregnates greats say what Bust Pacinos trust lust shapes  females retail prices Twice nice witch sure spices smirk cause names Urkel voice multiple choice circle want turn page eyes try plagiarize degrade ya slaughtered ya slayed ya Microphones grip equipped flip hypocrites nitwits tidbit skits aint curse divide half Gets airplay fair play feelin wrath Malik aiyyo tragic negroes dramatic habit smoke rabbits like addict rap slap wants pick nose shows chrome cap bad dem cyant understand de true check mellow man way like That mellow man like mellow man like This mellow man like mellow man like That mellow man like mellow man like This mellow man like mellow man think mellow man uh mellow man right mellow man uh mellow man right mellow man uh mellow man right mellow man mellow man mellow man mellow man Scott Storch mellow man Leonard Hubbard bass mellow man BROTHER  drums mellow man Gotta end one mellow man Check,Relaxed
3848,TRUVLJT128F92CF26E,Madeleine Peyroux,The Summer Wind,summer wind Came blowing sea lingered warm fair walk summer long sang song strolled golden sand sweethearts summer wind Like painted kites days nights Went flyin world new Beneath blue Umbrella sky softer piper man day called lost summer wind autumn wind winter wind come gone days lonely days guess sighs lullabies nights end fickle friend summer wind summer wind,Relaxed
3546,TRZRUVM128F4261D24,Dixie Chicks,Truth No. 2,like sound truth Coming mouth lack proof baby end life Find lying think Im afraid anymore die trying Wohoh Swing way south Sing brave mouth Ill bring Pearls water hips love lips love lips time swung bat found laying flat wondered way spend dime way use time aint baby looked reflection window walking past saw stranger scared time makes reason worlds dangerous Wohoh Swing way south Sing brave mouth Ill bring Pearls water hips love lips love lips like sound truth Coming mouth lack proof baby Tell whats wrong little faith feeling heart afraid far apart Wohoh Swing way south Sing brave mouth Ill bring Pearls water hips love lips love lips,Relaxed
3523,TRWZWWZ12903CA22D9,Hot Chip,One Life Stand,Tell Tell good tell staying Tell playing Hope conscience keeps complaining meet alley cats complaining met daylight visions misbehaving offer temper hope tame built shelter baby Feeling feeling feeling wanna life stand Keep feeling Tell stand man Keep feeling wanna life stand Keep feeling Tell stand man Keep feeling Wishes remaining worth containing balloon air escaping plaything Moments guessing lead temptation better embrace measure elation wanna life stand Keep feeling Tell stand man Keep feeling wanna life stand Keep feeling Tell stand man Keep feeling Could be be wanna life stand Keep feeling Could be be Tell stand man Keep feeling Could be be wanna life stand Keep feeling Could be be Tell stand man Keep feeling,Relaxed
1509,TRILPYB128F4277237,Attica Blues,Now You Know,Standing crossroads Wondering way look Im mine Cause time know Im wrong bust basic left straight ahead let roman way decide fate path mine Cause time way know know Standing crossroads wondering way know Know heart mine Cause life second chance obvious cant see know need Cause time turning know know,Relaxed
1382,TRDZWMR128E07863F2,Idlewild,Not Just Sometimes But Always,long forgotten voice know voice strained wake hearing unfamiliar voices convinced theyre trying explain words clearer maybe know Im trying long forgotten voices disappear rain born day died try born day died feel alive know know know know know know tune radio drown voices know Im suddenly house fills home days nights need close eyes feel real like analogy disguise,Relaxed
523,TRCGUNI128F428FFA6,Just Jack,Writer's Block,got seven shower breakfast couple pieces toast know forced cup coffee pouring rain thought oh God know good old England writers block comes shock Im stuck hard place biggest rock head consumed sit room like tapestries life tangled loom Im like butterfly Caught hurricane pulse quickenin heart plays new refrain Im lovin Mary Jane Flyin Lois Lane board bullet train know Im glad came know Im glad came Obviously helped think know Im glad came know Im glad came I hoped happen But thought would night think life love music stuff sort build hopes high Im livin past clocks hour fast coffee cant arsed Ive lost mobile phone home second thoughts leave message hear tone grimy windows early morning glow day dollar man Im lovin Mary Jane Flyin Lois Lane board bullet train know Im glad came know Im glad came Obviously helped think know Im glad came know Im glad came I hoped happen But thought would fell Mary Jane speak Lois Lane missed bullet train know Im glad fell Mary Jane speak Lois Lane missed bullet train know Im glad fell Mary Jane speak Lois Lane missed bullet train know Im glad fell Mary Jane speak Lois Lane missed bullet train know Im glad came know Im glad came,Relaxed
2677,TRLSHFY128E0785FF1,Jack Johnson,Never Know,heard old story people keeping calling metaphors But leave imagination want imagery know aint easy like So turn page read story Sure different Were breaking rebuilding were growing guessin knowing shocking were Were moments Were clever were clueless Were human Amusing confusing Were tryin leading Well know happens faster disaster Want time lapse look found maybe thats answer were Were bubble boiling pot breath chain thought moments combusting Feels certain well know Sure different Were begging were needing were trying were breathing knowing shocking were Were moments Were clever clueless Were human Amusing confusing Were helping rebuilding were growing know know know know Knock knock door door Tell metaphors better sink swim Things looking pretty grim believe feedin got feeling well read Sure same different names hearts strong heads weak well competing know were shocking were Were moments Were clever clueless Were human Amusing confusing truth is gots question Well know Well know Well know Well know,Relaxed
1208,TRUITJJ128F4226AA6,Cibelle,Hate,hate bad love Cause know love gotta leave love near hate bad love hate bad nule Cause know wanna things love inside hate bad eyes cant love hate bad Cause love think sad love hate bad Cause love think sad hate bad love Cause know love gotta leave love near hate bad love hate bad nule Cause know wanna things love inside hate bad eyes cant Aah love hate bad Cause love think sad love hate bad Cause love think sad Uuuuuuuh hate bad love Cause know love gotta leave love near hate bad love Aaah hate bad nule Cause know wanna things love inside hate bad eyes cant know love Cause hate bad think love fact think know Oh god think think love hate love you Aaah,Relaxed
2975,TRGYDPA128F147CC47,India.Arie,Private Party,Chorus Im private party Aint me angels guitar singin Baby look far weve come yeah Im havin private party Learning love Celebrating woman Ive become yeah tried mother going called boyfriend said Call little later baby hung phone felt Started feel little pity Thats realized Gotta find joy inside Chorus Im gonna clothes Look mirror Were gonna conversation Were gonna heal disconnection remember started gonna end body beautiful sacred Im gonna celebrate Chorus life all life Ive looking Ive looking for Somebody else oh learn hard way oh True love began oh ego vanity oh Im celebrating Chorus Im alone lonely Thats Ive come realize Ive learned love quiet moments Sunday mornings life reach deep inside universe laugh cry cry away hurt Chorus Happy birthday Happy birthday Happy birthday Happy birthday Happy birthday me ooo Happy birthday Happy birthday Chorus x 2,Relaxed
1827,TRZHFSH128F9349C5E,Marcus Miller,Sophisticated Lady,Sophisticated lady tryin change ways caught social maze think bout time realize money powers got mesmerized Pretty lady Pretty lady yea Sophisticated lady blue jeans anybodys baby mamas gone Educated lady college degree Amazes cant Learned books shelf taught think Pretty lady Pretty lady yea sweet thing Sophisticated lady blue jeans anybodys baby mamas gone Sophisticated lady lesson help want well brighter days takes forever gonna change ways Pretty lady Pretty lady yea sweet thing Sophisticated lady blue jeans anybodys baby mamas gone Sophisticated lady blue jeans anybodys baby mamas gone Sophisticated lady blue jeans anybodys baby mamas gone,Relaxed
3147,TRKGGDB128F42BBAB1,Jagged Edge,Promise,promised let thing Baby promise Ill stay true let aint baby promise leave alright promise things Girl believe promise known things said right Forever long time fight let change mind Cause know care know things share theyre babe theyre Im true oh oh oh need love got love need Aint way pray God day Theyll Im need promised let thing Baby promise Ill stay true let aint baby promise leave alright promise things Girl believe promise think times said day Baby nothings gonna change yes Said mean world babygirl first yeah Cause thats kind love deserve know got love need love yeah need love got love need Aint way pray God day I swear you promised oh girl promised let thing Baby promise Ill stay true let aint baby promise leave alright promise things Girl believe promise want life promise alright girl want life promise promise promise baby want life promise alright girl want life promise promise promise baby want life promise alright girl want life promise promise promise baby want life,Relaxed
2001,TRAUVSF128F14A0B6F,ATB,Collides With Beauty,know know Thats holding know pride Collides beauty know know Thats touching know pride Collides beauty Im upside inside rooms big Im waiting love waiting love Gone round round Half falling floors flat Im waiting love waiting love Chorus know know Thats holding know pride Collides beauty know know Thats touching know pride Collides beauty know know Thats holding know pride Collides beauty know know Thats loving know pride Collides beauty walls cant hold Im waiting love waiting love Im forth forth windows fogging Im waiting love waiting love,Relaxed
2035,TRACKRZ128F14934AA,Junior Kelly,Rasta Should Be Deeper,Deeper Rasta deeper care people Deeper Rasta deeper Im brothers keeper Deeper Rasta deeper Got wear Khaki turban everyday turban robe natty hair much Selassie Marcus fi image mimic na fi Fame tell Kelly na material game self Rasta ashamed king Selassie vain tell game Dem wolf dem wolf mi si dem spiraling Kelly rock Gibraltar standing firm solid ground humble mi na groumble mi satisfied little gift JahJah II Heights green gold Jah control Promised land I beauty behold Rasta dont differ stand firm dont Quiver King Sellasie almighty deliver Touch night dont defy work pure JahJahs eyes di elders dem said turning im dem Grave dem younger Ras behave Jah shout til dem deaf left Remember said road zion way live glass house throwing stones dem boys liars Rasta broke long king sit throne Rastaman,Relaxed
213,TRCKKYR128F92F43C8,Robert Johnson,Terraplane Blues,feel lonesome hear moan feel lonesome hear moan drivin Terraplane gone Id said flash lights mama horn blow Somebodys runnin batteries machine flash lights mama horn blow Got short connection hoo well babe way Im goin heist hood mama Im bound check oil Im goin heist hood mama mmm Im bound check oil got woman Im lovin way Arkansas Now know coils aint buzzin little generator spark Motors bad condition gotta batteries charged Im cryin please wrong drivin Terraplane gone Mr highway man block road Please block road Cause reachin cold Im booked got Mmmmmmmmmmmmmmm You hear weep moan drivin Terraplane gone Im gon connection tanglin wires Im gon connection oh well tanglin wires mash little starter sparkplug fire,Relaxed
1493,TRHSDCP128F4284639,William Shatner,Real,saved world movies naturally theres folks think know know seen TV mean Im enlightened theres guy seen screen wish knew things think change world sure eat sleep breathe bleed feel Sorry disappoint Im real Id love help world problems Im entertainer thats time theres asteroid natural disaster Im flattered thought Im theres guy seen screen wish knew things think change world sure eat sleep breathe bleed feel Sorry disappoint Im real,Relaxed
767,TRYIWAS128F42790DE,Amel Larrieux,Infinite Possibilities,21 Oh life begun Got temper like gun Pointing Thats game helps day voice inside says longer play Chorus Hes got infinite possibilities unbroken chains past hes bound Hes got infinite possibilities feel chooses well tear Peace mind easy find hes walkin thinner line place man keeping time hes young Hes like sees hes hed standing sun Chorus Chorus 2x infinite possibilities Infinitepossibilities Stand sun,Relaxed
2038,TRVGAUU12903CA4DB8,Buju Banton,African Pride,Thou struggle Jah ruler protector  life man bawl Eh Ethiopia Africans African pride Somalia Fighting attain rights Want shedding blood nation forward Mozambique Africans African pride Zambia Fighting attain rights Want shedding blood dis nation forward cant unite man difference aside cant come Cease tribal wars fight knows better better source collective insight exposed education surely knows wrong right Nigeria Africans African pride Ghana Fighting attain rights Want shedding blood dis nation forward Zimbabwe Africans African pride Zaire Fighting attain rights Want shedding blood dis nation forward Self help inner motivation Teach self sufficient want depend attainment bread Oh words Oh calling Children crying white squall tears Hunger rampant harvest plenty ooohwe whoa Senegal Africans African pride South Africa Fighting attain rights Want shedding blood nation forward Ethiopia Africans African pride Somalia Fighting attain rights oh oh oh oh oh oh oh oh oh oh oh oh oh Undelay Undelay Undelay uh lay lay woi Undelay Undelay Undelay uh lay lay woi Woi Freedom free Africa free free Africa Freedom free Africa free indiAfrica Freedom free Africa Di entire Africa Freedom free Africa Whoa woyyo Botswana Africans African pride Cameroon Fighting attain rights Want shedding blood dis nation forward Angola Africans African pride Namibia Fighting attain rights Want shedding blood dis nation forward cant unite man difference aside cant come Cease dis tribal war fight knows better better source collective insight exposed education surely knows wrong right Algeria Africans African pride Mali Fighting attain rights Want shedding blood dis nation forward Benin Africans African pride Burundi Fighting attain rights Want shedding blood dis nation forward Want shedding blood dis nation forward Want shedding blood dis nation forward Want shedding blood dis nation forward Want shedding blood dis nation forward,Relaxed
3051,TRFECRB12903D0169E,The Triffids,Wide Open Road,Well drums rolled forehead guns went chest Remember carrying baby Crying wilderness lost track friends lost kin cut limbs drove flatland Hunting sky big chest filled explode yelled insides sun wide open road wide open road wide open road So think feels Sleeping yourself love love wide open road wide open road place want wake morning Thinking Im reach touch realize wide open road wide open road So think feels sleeping yourself love love wake morning Thinking Im its wide open road reach touch its wide open road  Then realize wide open road wide open road wide open road wide open road wide open road wide open road wide open road wide open road wide open road wide open road wide open road place want,Relaxed
3568,TRPKGGA128F92EA2FF,Danzig,Devil's Plaything,Love flame devils thing violent storm born look eyes lies things deny flame burns inside close Burn alive look eyes lie words speak deny Got light Shines Gentle light flame hand playing fire playing Hell Devils plaything hands want pain understand Got light Shines want touch flames Come unto Got flame Burns inside want burn walk pain feeling compared pleasures hide Devils plaything hands want pain understand Got light Shines want touch flames Come unto Oh oh oh oh oh Oh oh oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh oh oh Got flame hand want fire Step light Walk look away Cause path better dead Devils plaything hands want pain understand Got light Shines want touch flames Come unto Oh oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh Oh oh oh Oh oh oh oh Oh oh oh oh oh oh,Relaxed
